Rank   ,Player                      ,P    ,W    ,D    ,L    ,  %      ,Teams
10407. ,Bob Beattie                 ,58   ,8    ,0    ,50   ,13.79    ,FI
10408. ,Ian Hughes                  ,11   ,1    ,1    ,9    ,13.64    ,NM
10409. ,Bruce Dodson                ,11   ,1    ,1    ,9    ,13.64    ,ES
10410. ,Max Leslie                  ,22   ,3    ,0    ,19   ,13.64    ,GE/SK
10411. ,Alby Jacobsen               ,22   ,3    ,0    ,19   ,13.64    ,SY/ES
10412. ,Clem Splatt                 ,22   ,3    ,0    ,19   ,13.64    ,CW/HW
10413. ,Brian Milnes                ,22   ,3    ,0    ,19   ,13.64    ,SK
10414. ,Jim Munday                  ,44   ,6    ,0    ,38   ,13.64    ,GE
10415. ,Karmichael Hunt             ,44   ,6    ,0    ,38   ,13.64    ,GC
10416. ,Seb Tape                    ,37   ,5    ,0    ,32   ,13.51    ,GC
10417. ,Leo Dwyer                   ,71   ,9    ,1    ,61   ,13.38    ,NM
10418. ,Fred MacQuire               ,15   ,2    ,0    ,13   ,13.33    ,NM
10419. ,Bill Gleeson                ,15   ,2    ,0    ,13   ,13.33    ,SK
10420. ,Charlie Bartling            ,15   ,2    ,0    ,13   ,13.33    ,NM/FI
10421. ,George Young                ,15   ,2    ,0    ,13   ,13.33    ,CA
10422. ,Peter Bird                  ,15   ,2    ,0    ,13   ,13.33    ,FI
10423. ,Viv Michie                  ,15   ,2    ,0    ,13   ,13.33    ,FR/ME
10424. ,Mark Summers                ,15   ,2    ,0    ,13   ,13.33    ,RI
10425. ,Darren Louttit              ,15   ,2    ,0    ,13   ,13.33    ,ME/FI
10426. ,Peter Slade                 ,15   ,2    ,0    ,13   ,13.33    ,ME
10427. ,Jim Wilkinson               ,15   ,2    ,0    ,13   ,13.33    ,SY
10428. ,Colin Graham                ,30   ,4    ,0    ,26   ,13.33    ,GE
10429. ,Jack Meehan                 ,38   ,5    ,0    ,33   ,13.16    ,SK
10430. ,John Bennett                ,38   ,5    ,0    ,33   ,13.16    ,SK/WB
10431. ,Jack Pickford               ,57   ,7    ,1    ,49   ,13.16    ,HW/ME
10432. ,Dan Moloney                 ,23   ,3    ,0    ,20   ,13.04    ,HW
10433. ,Chris Stone                 ,23   ,2    ,2    ,19   ,13.04    ,SK
10434. ,Colin Bond                  ,54   ,7    ,0    ,47   ,12.96    ,FI
10435. ,Dick Logan                  ,58   ,7    ,1    ,50   ,12.93    ,HW
10436. ,Len Andrews                 ,31   ,4    ,0    ,27   ,12.90    ,HW
10437. ,Wally Southern              ,31   ,4    ,0    ,27   ,12.90    ,GE/SY/SK
10438. ,Sanford Wheeler             ,43   ,5    ,1    ,37   ,12.79    ,SY
10439. ,Adrian Beer                 ,4    ,0    ,1    ,3    ,12.50    ,NM
10440. ,Jack Connally               ,4    ,0    ,1    ,3    ,12.50    ,SK
10441. ,Jimmy Maher                 ,4    ,0    ,1    ,3    ,12.50    ,SY
10442. ,Bobby Gibb                  ,4    ,0    ,1    ,3    ,12.50    ,SY
10443. ,Dick Godfrey                ,4    ,0    ,1    ,3    ,12.50    ,RI
10444. ,Norm Barker                 ,4    ,0    ,1    ,3    ,12.50    ,UN/FI
10445. ,Johnny Meadows              ,4    ,0    ,1    ,3    ,12.50    ,ES
10446. ,George Hall                 ,4    ,0    ,1    ,3    ,12.50    ,SK
10447. ,Alister Carr                ,4    ,0    ,1    ,3    ,12.50    ,SK
10448. ,Grant Williams              ,4    ,0    ,1    ,3    ,12.50    ,ME
10449. ,Ike Whittaker               ,8    ,1    ,0    ,7    ,12.50    ,WB
10450. ,Merv Dihm                   ,8    ,1    ,0    ,7    ,12.50    ,SK
10451. ,Tom McNeil                  ,8    ,1    ,0    ,7    ,12.50    ,SK
10452. ,Jim Morgan                  ,8    ,1    ,0    ,7    ,12.50    ,HW
10453. ,Kevin Slattery              ,8    ,1    ,0    ,7    ,12.50    ,NM
10454. ,Joe Finn                    ,8    ,1    ,0    ,7    ,12.50    ,GE
10455. ,Jack Morgan                 ,8    ,1    ,0    ,7    ,12.50    ,GE
10456. ,Jack Arnott                 ,8    ,1    ,0    ,7    ,12.50    ,CW
10457. ,Barney Jorgensen            ,8    ,1    ,0    ,7    ,12.50    ,HW/SK
10458. ,Vin Casey                   ,8    ,1    ,0    ,7    ,12.50    ,NM
10459. ,Lindsay McNamara            ,8    ,1    ,0    ,7    ,12.50    ,SY/FI
10460. ,Ray Gillett                 ,8    ,1    ,0    ,7    ,12.50    ,SY
10461. ,Roy Hugo                    ,8    ,1    ,0    ,7    ,12.50    ,SK
10462. ,Jim Heenan                  ,8    ,1    ,0    ,7    ,12.50    ,NM
10463. ,George Dykes                ,8    ,1    ,0    ,7    ,12.50    ,NM
10464. ,Arthur Staveley             ,8    ,1    ,0    ,7    ,12.50    ,NM
10465. ,Doug Anderson               ,8    ,1    ,0    ,7    ,12.50    ,FI
10466. ,Jack Hansen                 ,8    ,1    ,0    ,7    ,12.50    ,SK
10467. ,Ivor Aldridge               ,8    ,1    ,0    ,7    ,12.50    ,SK
10468. ,Vic Nankervis               ,8    ,1    ,0    ,7    ,12.50    ,ES/FI
10469. ,John Daly                   ,8    ,1    ,0    ,7    ,12.50    ,ME
10470. ,Charlie Bennie              ,8    ,1    ,0    ,7    ,12.50    ,RI
10471. ,Joe Stephens                ,8    ,1    ,0    ,7    ,12.50    ,SK
10472. ,Wally Graham                ,8    ,1    ,0    ,7    ,12.50    ,SK
10473. ,Gower Ross                  ,8    ,1    ,0    ,7    ,12.50    ,SK
10474. ,Billy Egan                  ,8    ,1    ,0    ,7    ,12.50    ,SK
10475. ,Alf Dupe                    ,8    ,1    ,0    ,7    ,12.50    ,GE
10476. ,Willie Rogers               ,8    ,1    ,0    ,7    ,12.50    ,ME
10477. ,Jack Todd                   ,8    ,1    ,0    ,7    ,12.50    ,SK/SY
10478. ,Joel Perry                  ,8    ,1    ,0    ,7    ,12.50    ,NM
10479. ,Jack King                   ,8    ,1    ,0    ,7    ,12.50    ,SK
10480. ,Damian Lang                 ,8    ,1    ,0    ,7    ,12.50    ,SY/CA
10481. ,Blaine Boekhorst            ,8    ,1    ,0    ,7    ,12.50    ,CA
10482. ,Nick Holman                 ,8    ,1    ,0    ,7    ,12.50    ,CA
10483. ,Darren Minchington          ,8    ,1    ,0    ,7    ,12.50    ,SK
10484. ,Mitch Clisby                ,8    ,1    ,0    ,7    ,12.50    ,ME
10485. ,Zephaniah Skinner           ,8    ,1    ,0    ,7    ,12.50    ,WB
10486. ,Alik Magin                  ,8    ,1    ,0    ,7    ,12.50    ,GC
10487. ,Justin McGrath              ,8    ,1    ,0    ,7    ,12.50    ,FI
10488. ,Anthony Russell             ,8    ,1    ,0    ,7    ,12.50    ,CW
10489. ,Matt Johnson                ,8    ,1    ,0    ,7    ,12.50    ,WB
10490. ,Dennis Le Gassick           ,8    ,1    ,0    ,7    ,12.50    ,CW
10491. ,Don Darcey                  ,16   ,2    ,0    ,14   ,12.50    ,WB
10492. ,Jack Evans                  ,16   ,2    ,0    ,14   ,12.50    ,SK
10493. ,Stan Livingstone            ,16   ,2    ,0    ,14   ,12.50    ,WB
10494. ,Alf Hedge                   ,16   ,2    ,0    ,14   ,12.50    ,SY
10495. ,Brad Cassidy                ,16   ,2    ,0    ,14   ,12.50    ,FI/CW
10496. ,Jim Kemp                    ,16   ,2    ,0    ,14   ,12.50    ,FI
10497. ,Doug Jerram                 ,24   ,3    ,0    ,21   ,12.50    ,GE
10498. ,Stephen Officer             ,24   ,3    ,0    ,21   ,12.50    ,SY
10499. ,Andrew Jobling              ,24   ,3    ,0    ,21   ,12.50    ,SK
10500. ,Dave Bland                  ,36   ,4    ,1    ,31   ,12.50    ,SK
10501. ,Pat Keary                   ,61   ,7    ,1    ,53   ,12.30    ,HW
10502. ,Jack Marr                   ,33   ,4    ,0    ,29   ,12.12    ,HW
10503. ,Jack Sing                   ,33   ,4    ,0    ,29   ,12.12    ,GE
10504. ,Laurence Schache            ,29   ,3    ,1    ,25   ,12.07    ,BB
10505. ,Nick Carter                 ,25   ,3    ,0    ,22   ,12.00    ,FI/BL/ME
10506. ,Gordon Anderson             ,59   ,7    ,0    ,52   ,11.86    ,HW
10507. ,Michael Giblett             ,17   ,2    ,0    ,15   ,11.76    ,SK
10508. ,Frank Stephens              ,17   ,2    ,0    ,15   ,11.76    ,NM/SY
10509. ,Joe Rogers                  ,17   ,2    ,0    ,15   ,11.76    ,NM
10510. ,George Chapman              ,17   ,2    ,0    ,15   ,11.76    ,FI/SK
10511. ,Gil Hendrie                 ,17   ,2    ,0    ,15   ,11.76    ,HW
10512. ,Percy Salmon                ,17   ,2    ,0    ,15   ,11.76    ,GE
10513. ,Bill Woodhouse              ,17   ,2    ,0    ,15   ,11.76    ,CA/SK
10514. ,Mark Whiley                 ,17   ,2    ,0    ,15   ,11.76    ,GW/CA
10515. ,Colin Sleep                 ,17   ,2    ,0    ,15   ,11.76    ,FI
10516. ,Max Pitchford               ,51   ,6    ,0    ,45   ,11.76    ,NM
10517. ,Tom Sweetman                ,30   ,3    ,1    ,26   ,11.67    ,CA
10518. ,Hugh Plowman                ,26   ,3    ,0    ,23   ,11.54    ,SK
10519. ,Jim Durnan                  ,26   ,3    ,0    ,23   ,11.54    ,ME
10520. ,Peter Worsfold              ,31   ,3    ,1    ,27   ,11.29    ,BB
10521. ,Kevin ODonnell              ,49   ,5    ,1    ,43   ,11.22    ,SK
10522. ,Ian Fleming                 ,9    ,1    ,0    ,8    ,11.11    ,WB
10523. ,Ken Grimley                 ,9    ,1    ,0    ,8    ,11.11    ,FI
10524. ,Ken Phelan                  ,9    ,1    ,0    ,8    ,11.11    ,SK
10525. ,Peter Sherman               ,9    ,1    ,0    ,8    ,11.11    ,RI/SK
10526. ,Ted Collis                  ,9    ,1    ,0    ,8    ,11.11    ,HW
10527. ,Russ Elliott                ,9    ,1    ,0    ,8    ,11.11    ,HW
10528. ,Frank Penney                ,9    ,1    ,0    ,8    ,11.11    ,NM
10529. ,Harry Gyles                 ,9    ,1    ,0    ,8    ,11.11    ,ES
10530. ,Walt Wollermann             ,9    ,1    ,0    ,8    ,11.11    ,ES
10531. ,Alex Stewart                ,9    ,1    ,0    ,8    ,11.11    ,HW
10532. ,Roy Williams                ,9    ,1    ,0    ,8    ,11.11    ,WB
10533. ,Reg Sutterby                ,9    ,1    ,0    ,8    ,11.11    ,GE
10534. ,Matt Connors                ,9    ,1    ,0    ,8    ,11.11    ,ME/RI
10535. ,Herbert Rodd                ,9    ,1    ,0    ,8    ,11.11    ,ME
10536. ,Nick Mitchell               ,9    ,1    ,0    ,8    ,11.11    ,FI
10537. ,Bob Lynch                   ,9    ,1    ,0    ,8    ,11.11    ,FI
10538. ,Allan Jennings              ,9    ,1    ,0    ,8    ,11.11    ,WB
10539. ,Steven Allan                ,9    ,1    ,0    ,8    ,11.11    ,SK
10540. ,John Sparks                 ,9    ,1    ,0    ,8    ,11.11    ,ME
10541. ,Peter Robinson              ,9    ,1    ,0    ,8    ,11.11    ,NM
10542. ,Garry Robertson             ,9    ,1    ,0    ,8    ,11.11    ,SY
10543. ,Ray Anderson                ,9    ,1    ,0    ,8    ,11.11    ,SY
10544. ,Frank Johnson               ,9    ,1    ,0    ,8    ,11.11    ,WB/FI
10545. ,Geoff Elliott               ,9    ,1    ,0    ,8    ,11.11    ,FI
10546. ,Darryl Howland              ,9    ,1    ,0    ,8    ,11.11    ,SY
10547. ,Jim Rattray                 ,18   ,2    ,0    ,16   ,11.11    ,HW
10548. ,Ted Cusack                  ,18   ,2    ,0    ,16   ,11.11    ,RI/NM
10549. ,Bert Trahair                ,18   ,2    ,0    ,16   ,11.11    ,ME
10550. ,John Bell                   ,18   ,2    ,0    ,16   ,11.11    ,GE
10551. ,Percy Roberts               ,18   ,2    ,0    ,16   ,11.11    ,FI
10552. ,Len Cumming                 ,18   ,2    ,0    ,16   ,11.11    ,WB
10553. ,Des Pickett                 ,27   ,3    ,0    ,24   ,11.11    ,SK
10554. ,Matt Outen                  ,27   ,3    ,0    ,24   ,11.11    ,SK
10555. ,Howard Smith                ,95   ,10   ,1    ,84   ,11.05    ,SK
10556. ,Bob Fisher                  ,28   ,3    ,0    ,25   ,10.71    ,HW
10557. ,Bob Sellers                 ,98   ,10   ,1    ,87   ,10.71    ,HW
10558. ,Vic Gordon                  ,19   ,2    ,0    ,17   ,10.53    ,SK/ME/CA
10559. ,Les Willis                  ,19   ,2    ,0    ,17   ,10.53    ,SK
10560. ,Dale Evans                  ,19   ,2    ,0    ,17   ,10.53    ,SK
10561. ,Ralph Patman                ,39   ,4    ,0    ,35   ,10.26    ,FI/GE
10562. ,Ralph Rogerson              ,39   ,4    ,0    ,35   ,10.26    ,FI
10563. ,Kane Fraser                 ,5    ,0    ,1    ,4    ,10.00    ,HW
10564. ,Johnny Coghlan              ,5    ,0    ,1    ,4    ,10.00    ,ME
10565. ,Bill Patterson              ,5    ,0    ,1    ,4    ,10.00    ,CA
10566. ,Andrew Lee                  ,5    ,0    ,1    ,4    ,10.00    ,ES
10567. ,Bob Delanty                 ,5    ,0    ,1    ,4    ,10.00    ,CW
10568. ,Ian Gardner                 ,10   ,1    ,0    ,9    ,10.00    ,RI
10569. ,Gerry Burton                ,10   ,1    ,0    ,9    ,10.00    ,SK
10570. ,Les Hazelwood               ,10   ,1    ,0    ,9    ,10.00    ,SY/SK
10571. ,Alby Hodges                 ,10   ,1    ,0    ,9    ,10.00    ,RI/HW
10572. ,George Arnott               ,10   ,1    ,0    ,9    ,10.00    ,HW
10573. ,Ambrose Maher               ,10   ,1    ,0    ,9    ,10.00    ,GE
10574. ,Bill Walker                 ,10   ,1    ,0    ,9    ,10.00    ,UN
10575. ,Joe Littler                 ,10   ,1    ,0    ,9    ,10.00    ,SY
10576. ,Brian Carroll               ,10   ,1    ,0    ,9    ,10.00    ,FI
10577. ,Jeremy Taylor               ,10   ,1    ,0    ,9    ,10.00    ,GC
10578. ,Greg McAdam                 ,10   ,1    ,0    ,9    ,10.00    ,SK
10579. ,Frank Carbone               ,10   ,1    ,0    ,9    ,10.00    ,SK
10580. ,Michael Norris              ,10   ,1    ,0    ,9    ,10.00    ,SY
10581. ,Kevin Oakley                ,10   ,1    ,0    ,9    ,10.00    ,FI
10582. ,Graham Calverley            ,10   ,1    ,0    ,9    ,10.00    ,FI
10583. ,Larry Rowe                  ,20   ,1    ,2    ,17   ,10.00    ,RI
10584. ,Alan Elliott                ,20   ,2    ,0    ,18   ,10.00    ,GE
10585. ,Stan Le Lievre              ,20   ,2    ,0    ,18   ,10.00    ,SK
10586. ,Keith Robinson              ,20   ,2    ,0    ,18   ,10.00    ,ME/CA
10587. ,Lloyd Johnson               ,40   ,4    ,0    ,36   ,10.00    ,NM
10588. ,Fred Barker                 ,31   ,3    ,0    ,28   ,9.68     ,CW/HW
10589. ,Joe Knott                   ,21   ,2    ,0    ,19   ,9.52     ,WB/NM
10590. ,Tony Hirst                  ,21   ,2    ,0    ,19   ,9.52     ,FI/ME
10591. ,Tim Mohr                    ,43   ,4    ,0    ,39   ,9.30     ,GW
10592. ,Jonathan Giles              ,54   ,5    ,0    ,49   ,9.26     ,GW/ES
10593. ,John Nelson                 ,11   ,1    ,0    ,10   ,9.09     ,SK
10594. ,Ron Shields                 ,11   ,1    ,0    ,10   ,9.09     ,SK
10595. ,Don McGrath                 ,11   ,1    ,0    ,10   ,9.09     ,SK
10596. ,Grahame Hall                ,11   ,1    ,0    ,10   ,9.09     ,SY
10597. ,Keith Milte                 ,11   ,1    ,0    ,10   ,9.09     ,GE/CW
10598. ,Vin Smith                   ,11   ,1    ,0    ,10   ,9.09     ,HW
10599. ,Harold Boyd                 ,11   ,1    ,0    ,10   ,9.09     ,FI
10600. ,Ed Cooke                    ,11   ,1    ,0    ,10   ,9.09     ,NM
10601. ,Dave Withers                ,11   ,1    ,0    ,10   ,9.09     ,HW
10602. ,Bill McDowell               ,11   ,1    ,0    ,10   ,9.09     ,NM
10603. ,Fred Rutley                 ,11   ,1    ,0    ,10   ,9.09     ,NM
10604. ,Harold Feehan               ,11   ,1    ,0    ,10   ,9.09     ,ES
10605. ,Bill Patterson              ,11   ,1    ,0    ,10   ,9.09     ,SK
10606. ,Jack Brown                  ,11   ,1    ,0    ,10   ,9.09     ,SK
10607. ,George Sandford             ,11   ,1    ,0    ,10   ,9.09     ,SK
10608. ,Bob Cameron                 ,11   ,1    ,0    ,10   ,9.09     ,CA
10609. ,Fabian Deluca               ,11   ,1    ,0    ,10   ,9.09     ,PA
10610. ,Tim Godfrey                 ,11   ,1    ,0    ,10   ,9.09     ,FI
10611. ,Alex Browne                 ,11   ,1    ,0    ,10   ,9.09     ,ES
10612. ,Blake Campbell              ,11   ,1    ,0    ,10   ,9.09     ,CA
10613. ,Peter Densley               ,11   ,1    ,0    ,10   ,9.09     ,NM
10614. ,Gerard Cahir                ,11   ,1    ,0    ,10   ,9.09     ,SK
10615. ,Brian Hall                  ,11   ,1    ,0    ,10   ,9.09     ,NM
10616. ,Noel McKernan               ,11   ,1    ,0    ,10   ,9.09     ,NM
10617. ,Bruce Smith                 ,11   ,1    ,0    ,10   ,9.09     ,RI
10618. ,Ron Harris                  ,22   ,2    ,0    ,20   ,9.09     ,HW
10619. ,Percy Rodriguez             ,22   ,2    ,0    ,20   ,9.09     ,UN/ME
10620. ,Allan McCracken             ,22   ,2    ,0    ,20   ,9.09     ,UN
10621. ,Jack Fitzpatrick            ,22   ,2    ,0    ,20   ,9.09     ,ME
10622. ,Tom McNamara                ,83   ,7    ,1    ,75   ,9.04     ,SK
10623. ,Ben Whittam                 ,34   ,3    ,0    ,31   ,8.82     ,NM
10624. ,Joe Shelley                 ,23   ,2    ,0    ,21   ,8.70     ,UN
10625. ,Mark Komp                   ,23   ,2    ,0    ,21   ,8.70     ,WB
10626. ,Bryan Clements              ,23   ,2    ,0    ,21   ,8.70     ,FI
10627. ,Ron Fry                     ,46   ,4    ,0    ,42   ,8.70     ,FI
10628. ,Tommy Dea                   ,35   ,3    ,0    ,32   ,8.57     ,NM
10629. ,Noel Long                   ,12   ,1    ,0    ,11   ,8.33     ,WB
10630. ,Bill Reddick                ,12   ,1    ,0    ,11   ,8.33     ,NM
10631. ,Neil Tompkins               ,12   ,1    ,0    ,11   ,8.33     ,GE
10632. ,Ken Bodger                  ,12   ,1    ,0    ,11   ,8.33     ,HW
10633. ,Lionel Barclay              ,12   ,1    ,0    ,11   ,8.33     ,GE
10634. ,Ern Elder                   ,12   ,1    ,0    ,11   ,8.33     ,HW
10635. ,Bob Monar                   ,12   ,1    ,0    ,11   ,8.33     ,SK
10636. ,Bobby Rowe                  ,12   ,1    ,0    ,11   ,8.33     ,SK
10637. ,Charlie MacKay              ,12   ,1    ,0    ,11   ,8.33     ,ME
10638. ,Henry Pinniger              ,12   ,1    ,0    ,11   ,8.33     ,SK
10639. ,Bob Armstrong               ,12   ,1    ,0    ,11   ,8.33     ,CA
10640. ,Ty Esler                    ,12   ,1    ,0    ,11   ,8.33     ,RI
10641. ,Wally Williamson            ,12   ,1    ,0    ,11   ,8.33     ,HW
10642. ,Kristian Jaksch             ,12   ,1    ,0    ,11   ,8.33     ,GW/CA
10643. ,Simon Luhrs                 ,12   ,1    ,0    ,11   ,8.33     ,BB
10644. ,Bruce Davis                 ,36   ,3    ,0    ,33   ,8.33     ,SY
10645. ,Ted Clauscen                ,25   ,2    ,0    ,23   ,8.00     ,NM
10646. ,Ivor Smith                  ,13   ,1    ,0    ,12   ,7.69     ,SK
10647. ,Kevin Kallady               ,13   ,1    ,0    ,12   ,7.69     ,SK
10648. ,Frank Sinclair              ,13   ,1    ,0    ,12   ,7.69     ,SY
10649. ,Beres Reilly                ,13   ,1    ,0    ,12   ,7.69     ,NM/ME/SK
10650. ,Les Woodford                ,13   ,1    ,0    ,12   ,7.69     ,HW
10651. ,Frank Melville              ,13   ,1    ,0    ,12   ,7.69     ,NM
10652. ,George Noonan               ,13   ,1    ,0    ,12   ,7.69     ,SK
10653. ,Charlie Taylor              ,13   ,0    ,2    ,11   ,7.69     ,ME/CA/SK
10654. ,Clyde Stanway               ,13   ,1    ,0    ,12   ,7.69     ,ME
10655. ,Bill OHara                  ,13   ,1    ,0    ,12   ,7.69     ,SK
10656. ,Kevin Sait                  ,13   ,1    ,0    ,12   ,7.69     ,WB
10657. ,Israel Folau                ,13   ,1    ,0    ,12   ,7.69     ,GW
10658. ,Fred McIntosh               ,39   ,3    ,0    ,36   ,7.69     ,UN/ES
10659. ,Jack Drinan                 ,20   ,1    ,1    ,18   ,7.50     ,SK
10660. ,Ken Mace                    ,20   ,1    ,1    ,18   ,7.50     ,HW/SK
10661. ,Jerry McGrath               ,20   ,1    ,1    ,18   ,7.50     ,SK
10662. ,Tom Wellington              ,14   ,1    ,0    ,13   ,7.14     ,HW
10663. ,Roy Atkins                  ,14   ,1    ,0    ,13   ,7.14     ,NM
10664. ,Teddy Briggs                ,14   ,1    ,0    ,13   ,7.14     ,NM
10665. ,Joe Paul                    ,14   ,1    ,0    ,13   ,7.14     ,NM
10666. ,Jack Connole                ,14   ,1    ,0    ,13   ,7.14     ,ME
10667. ,Fred Sleeman                ,14   ,1    ,0    ,13   ,7.14     ,ME
10668. ,Ralph Robertson             ,14   ,1    ,0    ,13   ,7.14     ,SK
10669. ,John Thompson               ,14   ,1    ,0    ,13   ,7.14     ,NM
10670. ,Gary McDonald               ,14   ,1    ,0    ,13   ,7.14     ,SK
10671. ,Bryan Pirouet               ,14   ,1    ,0    ,13   ,7.14     ,ES
10672. ,Gerry Britt                 ,21   ,1    ,1    ,19   ,7.14     ,NM
10673. ,Mal Markellie               ,21   ,1    ,1    ,19   ,7.14     ,SK
10674. ,Bill Pettit                 ,15   ,1    ,0    ,14   ,6.67     ,CA
10675. ,Len Millar                  ,23   ,1    ,1    ,21   ,6.52     ,SK
10676. ,Leo Little                  ,46   ,3    ,0    ,43   ,6.52     ,UN/ME
10677. ,Ben Sandford                ,31   ,2    ,0    ,29   ,6.45     ,SK
10678. ,Harry Barnes                ,8    ,0    ,1    ,7    ,6.25     ,NM
10679. ,Ian Brown                   ,16   ,1    ,0    ,15   ,6.25     ,GE
10680. ,Les Primrose                ,16   ,1    ,0    ,15   ,6.25     ,UN
10681. ,Harry Pye                   ,16   ,1    ,0    ,15   ,6.25     ,CA
10682. ,George Sutherland           ,16   ,1    ,0    ,15   ,6.25     ,SK
10683. ,Gordon Allard               ,16   ,1    ,0    ,15   ,6.25     ,SK
10684. ,Cliff Riley                 ,16   ,1    ,0    ,15   ,6.25     ,SK
10685. ,Wally Lathlain              ,17   ,1    ,0    ,16   ,5.88     ,HW
10686. ,Ron Black                   ,17   ,1    ,0    ,16   ,5.88     ,HW
10687. ,Charlie Clarke              ,17   ,1    ,0    ,16   ,5.88     ,SK
10688. ,Matthew Ball                ,17   ,1    ,0    ,16   ,5.88     ,HW
10689. ,Wayne Ewin                  ,17   ,1    ,0    ,16   ,5.88     ,SY
10690. ,Brendon Hackwill            ,17   ,1    ,0    ,16   ,5.88     ,FI
10691. ,Gus Robertson               ,18   ,1    ,0    ,17   ,5.56     ,SK
10692. ,Cairo Dixon                 ,18   ,1    ,0    ,17   ,5.56     ,NM
10693. ,Stan Mitchell               ,18   ,1    ,0    ,17   ,5.56     ,NM
10694. ,Russell Cromarty            ,18   ,1    ,0    ,17   ,5.56     ,FI
10695. ,Colin McRae                 ,18   ,1    ,0    ,17   ,5.56     ,FI
10696. ,Frank Wells                 ,37   ,2    ,0    ,35   ,5.41     ,NM
10697. ,Mowbray Weir                ,19   ,1    ,0    ,18   ,5.26     ,NM
10698. ,Shaun Edwards               ,19   ,1    ,0    ,18   ,5.26     ,GW/ES
10699. ,Maurie Reeves               ,10   ,0    ,1    ,9    ,5.00     ,ME
10700. ,Horrie Trinder              ,10   ,0    ,1    ,9    ,5.00     ,SK
10701. ,Vic Trood                   ,41   ,2    ,0    ,39   ,4.88     ,UN
10702. ,Dave Cumming                ,21   ,1    ,0    ,20   ,4.76     ,UN
10703. ,George Spilcker             ,22   ,1    ,0    ,21   ,4.55     ,SK
10704. ,Gareth John                 ,22   ,1    ,0    ,21   ,4.55     ,SY/NM
10705. ,Claude Clough               ,23   ,1    ,0    ,22   ,4.35     ,SK
10706. ,Bill Brown                  ,12   ,0    ,1    ,11   ,4.17     ,HW
10707. ,Gordon Ramsay               ,13   ,0    ,1    ,12   ,3.85     ,SK
10708. ,Tom Robertson               ,27   ,1    ,0    ,26   ,3.70     ,SK
10709. ,Arthur Pearce               ,27   ,1    ,0    ,26   ,3.70     ,SK
10710. ,Billy McGregor              ,28   ,1    ,0    ,27   ,3.57     ,SK
10711. ,Tom Blake                   ,28   ,1    ,0    ,27   ,3.57     ,CA/SK
10712. ,Charlie Sherer              ,32   ,1    ,0    ,31   ,3.13     ,HW
10713. ,Dick Gibbs                  ,35   ,1    ,0    ,34   ,2.86     ,UN
10714. ,Bill Matthews               ,80   ,2    ,0    ,78   ,2.50     ,SK
10715. ,Wayne Lamb                  ,21   ,0    ,1    ,20   ,2.38     ,ME/FI
10716. ,Bill McCabe                 ,42   ,1    ,0    ,41   ,2.38     ,NM
10717. ,Andy Stewart                ,49   ,1    ,0    ,48   ,2.04     ,SK
10718. ,Ted Hall                    ,73   ,1    ,0    ,72   ,1.37     ,SK
10719. ,Morrie Elliott              ,1    ,0    ,0    ,1    ,0.00     ,SY
10720. ,Peter Brain                 ,1    ,0    ,0    ,1    ,0.00     ,SY
10721. ,Ron OBrien                  ,1    ,0    ,0    ,1    ,0.00     ,RI
10722. ,Kevin Fitzgerald            ,1    ,0    ,0    ,1    ,0.00     ,RI
10723. ,Dave Meehan                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10724. ,Tom Carey                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10725. ,Bill Cocks                  ,1    ,0    ,0    ,1    ,0.00     ,HW
10726. ,John Embrey                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10727. ,Bruce Blainey               ,1    ,0    ,0    ,1    ,0.00     ,RI
10728. ,Graeme Taggart              ,1    ,0    ,0    ,1    ,0.00     ,NM
10729. ,Brian Sharp                 ,1    ,0    ,0    ,1    ,0.00     ,GE
10730. ,Ron Murray                  ,1    ,0    ,0    ,1    ,0.00     ,GE
10731. ,Tony Boulton                ,1    ,0    ,0    ,1    ,0.00     ,GE
10732. ,Wally Trusler               ,1    ,0    ,0    ,1    ,0.00     ,WB
10733. ,Alan McGill                 ,1    ,0    ,0    ,1    ,0.00     ,WB
10734. ,Peter Barker                ,1    ,0    ,0    ,1    ,0.00     ,WB
10735. ,Keith Beckwith              ,1    ,0    ,0    ,1    ,0.00     ,CW
10736. ,Kevin Ryan                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10737. ,Don Thompson                ,1    ,0    ,0    ,1    ,0.00     ,SY
10738. ,Alan Chipp                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10739. ,Pat Fitzgerald              ,1    ,0    ,0    ,1    ,0.00     ,WB
10740. ,Les Pridham                 ,1    ,0    ,0    ,1    ,0.00     ,ES
10741. ,Brian Faulkhead             ,1    ,0    ,0    ,1    ,0.00     ,SY
10742. ,Jimmy Cairns                ,1    ,0    ,0    ,1    ,0.00     ,SY
10743. ,Norman Walker               ,1    ,0    ,0    ,1    ,0.00     ,RI
10744. ,Graeme McCartney            ,1    ,0    ,0    ,1    ,0.00     ,RI
10745. ,Ian Gordon                  ,1    ,0    ,0    ,1    ,0.00     ,SK
10746. ,Bill Byrne                  ,1    ,0    ,0    ,1    ,0.00     ,ME
10747. ,Bob Pattinson               ,1    ,0    ,0    ,1    ,0.00     ,NM
